Instrument,Company,MinTradedQty,MarginRetail,MarginProfessional,LongPosSwap,ShortPosSwap,MarketH
TFC,Truist Financial Corp,10,20%,20%,-0.009054,-0.007747,1:30 pm to 8:00 pm
TFI,Television Francaise 1 SA,1,20%,5%,-0.001329,-0.001017,7:00 am to 3:30 pm
TFX,Teleflex Incorporated,5,20%,20%,-0.084070,-0.071940,1:30 pm to 8:00 pm
TGT,Target Corporation,10,20%,10%,-0.038633,-0.033059,1:30 pm to 8:00 pm
THC,Tenet Healthcare Corporation,20,20%,10%,-0.005728,-0.004901,1:30 pm to 8:00 pm
THMO,"ThermoGenesis Holding, Inc.",1,20%,5%,-0.001086,-0.004236,1:30 pm to 8:00 pm
THO,Thor Industries Inc,5,20%,10%,-0.023346,-0.019977,1:30 pm to 8:00 pm
TIETO,Tieto,20,20%,20%,-0.006252,-0.004787,7:00 am to 3:30 pm
TIF,Tiffany & Co.,5,20%,10%,-0.028953,-0.024776,1:30 pm to 8:00 pm
TIFS,TI Fluid Systems plc,1,20%,5%,-0.000364,-0.000305,7:01 am to 3:30 pm
TJX,"The TJX Companies, Inc.",10,20%,20%,-0.013311,-0.011390,1:30 pm to 8:00 pm
TKA,ThyssenKrupp AG,10,20%,5%,-0.001181,-0.000904,7:00 am to 3:30 pm
TKWY,Takeaway.com NV,1,20%,5%,-0.025530,-0.019548,7:00 am to 3:30 pm
TLIT,Telecom Italia SpA,1,20%,5%,-0.000091,-0.000070,7:01 am to 3:30 pm
TLND,Talend SA,10,20%,10%,-0.010505,-0.009090,1:30 pm to 8:00 pm
TLRY,Tilray Inc,1,20%,5%,-0.001333,-0.006573,1:30 pm to 8:00 pm
TLS,Telstra Corporation Ltd,100,20%,5%,-0.000729,-0.000649,12:00 am to 6:00 am
TLT,iShares 20+ Year Treasury Bond,1,20%,5%,-0.021327,-0.019951,1:30 pm to 8:00 pm
TLW,Tullow Oil PLC,1,20%,5%,-0.000038,-0.000027,7:01 am to 3:30 pm
TMO,Thermo Fisher Scientific Inc.,5,20%,20%,-0.105722,-0.090468,1:30 pm to 8:00 pm
TMUS,T-Mobile US,5,20%,10%,-0.028020,-0.023977,1:30 pm to 8:00 pm
TNET,Telenet,1,20%,20%,-0.008665,-0.006635,7:00 am to 3:30 pm
TOD,Tod's SpA,1,20%,5%,-0.006638,-0.005083,7:01 am to 3:30 pm
TOL,Toll Brothers Inc,10,20%,10%,-0.011985,-0.010255,1:30 pm to 8:00 pm
TOM2,TomTom NV,100,20%,20%,-0.001678,-0.001285,7:00 am to 3:30 pm
TPE,TAURON Polska Energia SA,200,20%,10%,-0.001323,-0.000523,7:00 am to 2:45 pm
TPG,TPG Telecom Ltd.,300,20%,20%,-0.001934,-0.001723,12:00 am to 6:00 am
TPK,Travis Perkins PLC,10,20%,5%,-0.002675,-0.002241,7:01 am to 3:30 pm
TPR,Tapestry Inc,10,20%,20%,-0.004096,-0.003505,1:30 pm to 8:00 pm
TQQQ,ProShares UltraPro QQQ,1,20%,5%,-0.015844,-0.014821,1:30 pm to 8:00 pm
TRE,Tecnicas Reunidas SA,20,20%,20%,-0.002389,-0.001829,7:00 am to 3:30 pm
TREE,"Lendingtree, Inc.",1,20%,5%,-0.075681,-0.064762,1:30 pm to 8:00 pm
TRELb,Trelleborg AB Series B,20,20%,20%,-0.037483,-0.037917,7:00 am to 3:25 pm
TRGP,Targa Resources Inc.,10,20%,20%,-0.003543,-0.003032,1:30 pm to 8:00 pm
TRI,Thomson Reuters Corp,5,20%,20%,-0.027034,-0.025573,1:30 pm to 8:00 pm
TRIP,TripAdvisor Inc,5,20%,10%,-0.004837,-0.004214,1:30 pm to 8:00 pm
TRMB,Trimble Inc.,1,20%,10%,-0.011975,-0.010247,1:30 pm to 8:00 pm
TRN,Trinity Industries Inc.,20,20%,10%,-0.004864,-0.004162,1:30 pm to 8:00 pm
TRN,Terna Rete Elettrica Nazionale SpA,1,20%,5%,-0.001620,-0.001240,7:01 am to 3:30 pm
TROW,T. Rowe Price Group Inc.,5,20%,20%,-0.031346,-0.026823,1:30 pm to 8:00 pm
TRP,Transcanada Corp,5,20%,10%,-0.015341,-0.014512,1:30 pm to 8:00 pm
TRQ,Turquoise Hill Resources Ltd.,100,20%,10%,-0.000207,-0.000177,1:30 pm to 8:00 pm
TRV,"The Travelers Companies, Inc.",5,20%,10%,-0.027059,-0.023155,1:30 pm to 8:00 pm
TRYG,Tryg A/S,30,20%,20%,-0.040446,-0.052110,7:00 am to 3:00 pm
TSCO,Tesco plc,1,20%,5%,-0.000554,-0.000465,7:01 am to 3:30 pm
TSCO,Tractor Supply Company,10,20%,10%,-0.034827,-0.029802,1:30 pm to 8:00 pm
TSHA,"Taysha Gene Therapies, Inc.",1,20%,5%,-0.005030,-0.003564,1:30 pm to 8:00 pm
TSLA,"Tesla, Inc.",0.1,20%,5%,-0.085538,-0.060613,8:00 am to 12:00 am
TSM,Taiwan Semiconductor,1,20%,10%,-0.019743,-0.016895,1:30 pm to 8:00 pm
TSN,Tyson Foods Inc,10,20%,20%,-0.014810,-0.012673,1:30 pm to 8:00 pm
TTC,The Toro Company,10,20%,20%,-0.020764,-0.017768,1:30 pm to 8:00 pm
TTD,Trade Desk Inc,1,20%,5%,-0.118359,-0.101282,1:30 pm to 8:00 pm
TTOO,"T2 Biosystems, Inc.",1,20%,5%,-0.000413,-0.003895,1:30 pm to 8:00 pm
TTWO,"Take-Two Interactive Software, Inc.",5,20%,10%,-0.041475,-0.035491,1:30 pm to 8:00 pm
TU,TELUS,20,20%,20%,-0.004454,-0.003811,1:30 pm to 8:00 pm
TUI,TUI AG,1,20%,5%,-0.000785,-0.000448,7:00 am to 3:30 pm
TUP,Tupperware Brands Corporation,1,20%,10%,-0.005670,-0.004852,1:30 pm to 8:00 pm
TW.,Taylor Wimpey PLC,1,20%,5%,-0.000260,-0.000218,7:01 am to 3:30 pm
TWE,Treasury Wine Estates Ltd.,40,20%,20%,-0.002289,-0.002039,12:00 am to 6:00 am
TWLO,Twilio Inc.,1,20%,5%,-0.061293,-0.052449,8:00 am to 12:00 am
TWO,Two Harbors Investment,30,20%,10%,-0.001278,-0.001093,1:30 pm to 8:00 pm
TWTR,Twitter Inc.,5,20%,5%,-0.010971,-0.009388,1:30 pm to 8:00 pm
TXN,Texas Instrumets Incorporated,1,20%,5%,-0.034623,-0.029628,1:30 pm to 8:00 pm
TXT,Textron Inc.,10,20%,20%,-0.008832,-0.007558,1:30 pm to 8:00 pm
TYRES.HE,Nokian Tyres Oyj,20,20%,20%,-0.006139,-0.004701,7:00 am to 3:30 pm
U,Unity Software Inc.,1,20%,5%,-0.024878,-0.019758,1:30 pm to 8:00 pm
UAA,"Under Armour, Inc.",30,20%,10%,-0.002792,-0.002389,1:30 pm to 8:00 pm
UAL,United Airlines Holdings Inc,10,20%,10%,-0.014865,-0.007456,1:30 pm to 8:00 pm
UBER,"Uber Technologies, Inc.",1,20%,5%,-0.009560,-0.007592,8:00 am to 12:00 am
UBI,Ubisoft Entertainment SA,10,20%,10%,-0.020701,-0.015850,7:00 am to 3:30 pm
UBI,Unione di Banche Italiane SpA,1,20%,5%,-0.000956,-0.000732,7:01 am to 3:30 pm
UBS,UBS AG,15,20%,10%,-0.002629,-0.002250,1:30 pm to 8:00 pm
UCB,UCB SA,1,20%,20%,-0.026341,-0.020169,7:00 am to 3:30 pm
UDG,UDG Healthcare plc,1,20%,5%,-0.001971,-0.001651,7:01 am to 3:30 pm
UDR,"United Dominion Realty Trust, Inc.",1,20%,5%,-0.008110,-0.006940,1:30 pm to 8:00 pm
UFS,Domtar Corporation,10,20%,10%,-0.006721,-0.005751,1:30 pm to 8:00 pm
UG,PEUGEOT SA,40,20%,10%,-0.004080,-0.003124,7:00 am to 3:30 pm
UGI,UGI Corporation,10,20%,20%,-0.008135,-0.006961,1:30 pm to 8:00 pm
UHR,The Swatch Group SA,1,20%,10%,-0.046000,-0.053522,7:00 am to 3:30 pm
UHS,Universal Health Services,5,20%,20%,-0.026367,-0.022562,1:30 pm to 8:00 pm
UI,Ubiquiti Inc,10,20%,20%,-0.040072,-0.034290,1:30 pm to 8:00 pm
ULE,Ultra Electronics Holdings PLC,1,20%,5%,-0.005360,-0.004491,7:01 am to 3:30 pm
ULTA,"Ulta Beauty, Inc.",5,20%,10%,-0.054258,-0.046429,1:30 pm to 8:00 pm
ULVR,Unilever PLC,1,20%,5%,-0.012218,-0.010236,7:01 am to 3:30 pm
UMC,United Microelectronics,50,20%,5%,-0.000898,-0.005029,1:30 pm to 8:00 pm
UMI,Umicore SA,10,20%,20%,-0.009445,-0.007232,7:00 am to 3:30 pm
UMPQ,Umpqua Holdings Corporation,20,20%,20%,-0.002637,-0.002256,1:30 pm to 8:00 pm
UN01,Uniper SE,1,20%,5%,-0.007400,-0.005666,7:00 am to 3:30 pm
UNFI,United Natural Foods Inc.,10,20%,10%,-0.004484,-0.003837,1:30 pm to 8:00 pm
UNH,UnitedHealth Group Inc.,5,20%,10%,-0.075681,-0.064762,1:30 pm to 8:00 pm
UNI,Unipol Gruppo Finanziario SpA,1,20%,5%,-0.001011,-0.000774,7:01 am to 3:30 pm
UNM,Unum Group,20,20%,20%,-0.004116,-0.003522,1:30 pm to 8:00 pm
UNP,Union Pacific Corporation,5,20%,20%,-0.049599,-0.042442,1:30 pm to 8:00 pm
UONE,"Urban One, Inc.",1,20%,5%,-0.002850,-0.036298,1:30 pm to 8:00 pm
UPM,UPM-Kymmene Corporation,20,20%,10%,-0.006923,-0.005301,7:00 am to 3:30 pm
UPRO,Unipro PJSC,1,20%,10%,-0.001262,-0.000115,7:00 am to 4:00 pm
UPS,United Parcel Service Inc,5,20%,20%,-0.041577,-0.035578,1:30 pm to 8:00 pm
UQA,UNIQA Insurance Group AG,1,20%,10%,-0.001370,-0.001049,7:00 am to 3:30 pm
URBN,"Urban Outfitters, Inc.",15,20%,10%,-0.005109,-0.004372,1:30 pm to 8:00 pm
URI,United Rentals Inc,5,20%,10%,-0.042083,-0.036011,1:30 pm to 8:00 pm
URW,UNIBAIL-RODAMCO SE,1,20%,10%,-0.009707,-0.007102,7:00 am to 3:30 pm
US,UnipolSai Assicurazioni SpA,1,20%,5%,-0.000602,-0.000461,7:01 am to 3:30 pm
USB,U.S. BANCORP,1,20%,10%,-0.008801,-0.007531,1:30 pm to 8:00 pm
USO,United States Oil Fund,1,20%,5%,-0.007207,-0.006183,1:30 pm to 8:00 pm
UTDI,United Internet AG,1,20%,5%,-0.008803,-0.006740,7:00 am to 3:30 pm
UU.,United Utilities Group PLC,1,20%,5%,-0.002243,-0.001879,7:01 am to 3:30 pm
V,Visa Inc,1,20%,5%,-0.049399,-0.042271,8:00 am to 12:00 am
VAL,Valaris plc,1,20%,5%,-0.000006,0.000006,1:30 pm to 8:00 pm
VALE,Vale SA (ADR),40,20%,5%,-0.002687,-0.002299,1:30 pm to 8:00 pm
VALMT,Valmet Corporation,1,20%,20%,-0.006042,-0.004626,7:00 am to 3:30 pm
VAR,"Varian Medical Systems, Inc.",5,20%,20%,-0.043044,-0.036833,1:30 pm to 8:00 pm
VATN,Valiant Holding AG,1,20%,20%,-0.016971,-0.019746,7:00 am to 3:30 pm
VBIV,"VBI Vaccines, Inc.",1,20%,5%,-0.000770,-0.000659,1:30 pm to 8:00 pm
VBR,Vanguard Small-Cap Value,1,20%,10%,-0.014012,-0.013108,1:30 pm to 8:00 pm
VC,Visteon Corporation,5,20%,10%,-0.016170,-0.013837,1:30 pm to 8:00 pm
VCT,Victrex PLC,1,20%,5%,-0.004697,-0.003935,7:01 am to 3:30 pm
VCT,Vicat SA,10,20%,10%,-0.007331,-0.005613,7:00 am to 3:30 pm
VCX,Vicinity Centres RE Ltd.,300,20%,20%,-0.000352,-0.000314,12:00 am to 6:00 am
VEC,Vectura Group PLC,1,20%,5%,-0.000290,-0.000243,7:01 am to 3:30 pm
VEEV,Veeva Systems Inc.,10,20%,20%,-0.068600,-0.058702,1:30 pm to 8:00 pm
VEIL,Vietnam Enterprise Investments Limited,1,20%,5%,-0.001157,-0.000969,7:01 am to 3:30 pm
VEON,VEON Ltd.,300,20%,20%,-0.000319,-0.000273,1:30 pm to 8:00 pm
VER,Verbund AG,20,20%,20%,-0.012525,-0.009590,7:00 am to 3:30 pm
VER,"VEREIT, Inc.",1,20%,5%,-0.001586,-0.001357,1:30 pm to 8:00 pm
VFC,V.F. Corporation,10,20%,20%,-0.017656,-0.015108,1:30 pm to 8:00 pm
VFF,Village Farms International Inc,30,20%,5%,-0.001299,-0.002604,1:30 pm to 8:00 pm
VIAC,"ViacomCBS, Inc.",10,20%,10%,-0.007389,-0.006323,1:30 pm to 8:00 pm
VIE,VEOLIA ENVIRONNEMENT SA,5,20%,10%,-0.004951,-0.003791,7:00 am to 3:30 pm
VIFN,Vifor Pharma AG,5,20%,20%,-0.027775,-0.032317,7:00 am to 3:30 pm
VIG,Vienna Insurance Group AG,1,20%,10%,-0.005439,-0.004165,7:00 am to 3:30 pm
VIR,"Vir Biotechnology, Inc.",0.1,20%,5%,-0.006632,-0.069167,1:30 pm to 8:00 pm
VIS,Viscofan SA,10,20%,20%,-0.015325,-0.011734,7:00 am to 3:30 pm
VISL,"Vislink Technologies, Inc.",1,20%,10%,-0.000413,-0.001137,1:30 pm to 8:00 pm
VIV,Vivendi SA,20,20%,10%,-0.006361,-0.004870,7:00 am to 3:30 pm
VLO,Valero Energy Corporation,5,20%,20%,-0.010991,-0.009405,1:30 pm to 8:00 pm
VMC,Vulcan Materials Company,5,20%,10%,-0.032657,-0.027946,1:30 pm to 8:00 pm
VMI,Valmont Industries Inc.,5,20%,20%,-0.029730,-0.025441,1:30 pm to 8:00 pm
VMUK,Virgin Money UK plc,1,20%,5%,-0.000181,-0.000154,7:01 am to 3:30 pm
VMW,VMware Inc,5,20%,20%,-0.035447,-0.030332,1:30 pm to 8:00 pm
VNA,Vonovia SE,1,20%,5%,-0.015498,-0.011866,7:00 am to 3:30 pm
VNO,Vornado Realty Trust,1,20%,5%,-0.008373,-0.007165,1:30 pm to 8:00 pm
VOD,Vodafone Group plc,1,20%,5%,-0.000267,-0.000224,7:01 am to 3:30 pm
VOES,Voestalpine AG,10,20%,10%,-0.005852,-0.004480,7:00 am to 3:30 pm
VOLVb,AB Volvo,25,20%,10%,-0.039994,-0.040457,7:00 am to 3:25 pm
VOO,Vanguard S&P 500,1,20%,5%,-0.039181,-0.036654,1:30 pm to 8:00 pm
VOW3,Volkswagen AG Vz,5,20%,5%,-0.035942,-0.027519,7:00 am to 3:30 pm
VPK,Koninklijke Vopak NV,1,20%,10%,-0.013260,-0.010153,7:00 am to 3:30 pm
VRSK,"Verisk Analytics, Inc.",5,20%,20%,-0.045403,-0.038852,1:30 pm to 8:00 pm
VRTX,Vertex Pharmaceuticals Incorporated,5,20%,10%,-0.067118,-0.057434,1:30 pm to 8:00 pm
VSAT,ViaSat Inc.,10,20%,20%,-0.008237,-0.007048,1:30 pm to 8:00 pm
VSLR,"Vivint Solar, Inc.",1,20%,5%,-0.008757,-0.007441,1:30 pm to 8:00 pm
VT,Vanguard Total World Stock,3,20%,10%,-0.010241,-0.009580,1:30 pm to 8:00 pm
VTR,Ventas Inc,1,20%,5%,-0.010430,-0.008925,1:30 pm to 8:00 pm
VTRU,Vitru Ltd.,1,20%,5%,-0.003328,-0.002058,1:30 pm to 8:00 pm
VTY,VISTRY GROUP PLC,1,20%,5%,-0.001362,-0.001141,7:01 am to 3:30 pm
VVPR,VivoPower International plc,1,20%,5%,-0.002982,-0.013988,1:30 pm to 8:00 pm
VWS,Vestas Wind Systems A/S,10,20%,20%,-0.199068,-0.256476,7:00 am to 3:00 pm
VZ,Verizon Communications Inc.,5,20%,10%,-0.014860,-0.012716,8:00 am to 12:00 am
W,Wayfair Inc,1,20%,5%,-0.073445,-0.062848,1:30 pm to 8:00 pm
WAB,Westinghouse Air Brake Technologies,5,20%,20%,-0.015171,-0.012982,1:30 pm to 8:00 pm
WAF,Siltronic AG,1,20%,10%,-0.018990,-0.014540,7:00 am to 3:30 pm
WALLB,Wallenstam AB - Class B,1,20%,10%,-0.032582,-0.032958,7:00 am to 3:25 pm
WAT,Waters Corporation,5,20%,20%,-0.047819,-0.040920,1:30 pm to 8:00 pm
WB,Weibo Corp (ADR),15,20%,10%,-0.008143,-0.006968,1:30 pm to 8:00 pm
WBA,"Walgreens Boots Alliance, Inc.",10,20%,20%,-0.008866,-0.007587,1:30 pm to 8:00 pm
WBC,Westpac Banking Corp,10,20%,10%,-0.004441,-0.003956,12:00 am to 6:00 am
WBD,Webuild SpA,1,20%,5%,-0.000285,-0.000218,7:01 am to 3:30 pm
WBS,Webster Financial Corporation,10,20%,20%,-0.006189,-0.005296,1:30 pm to 8:00 pm
WCC,Wesco International Inc.,10,20%,20%,-0.010428,-0.008923,1:30 pm to 8:00 pm
WCHG,Wacker Chemie AG,1,20%,5%,-0.021192,-0.016227,7:00 am to 3:30 pm
WCN,Waste Connections Inc,3,20%,10%,-0.035648,-0.033722,1:30 pm to 8:00 pm
WDC,Western Digital Corp,5,20%,10%,-0.009629,-0.008240,1:30 pm to 8:00 pm
WDI,Wirecard AG,1,20%,5%,-0.000278,-0.000519,7:00 am to 3:30 pm
WEC,"WEC Energy Group, Inc.",10,20%,20%,-0.024104,-0.020626,1:30 pm to 8:00 pm
WEED,Canopy Growth Corp,5,20%,5%,-0.005395,-0.013028,1:30 pm to 8:00 pm
WEIR,Weir Group PLC,1,20%,5%,-0.003051,-0.002556,7:01 am to 3:30 pm
WELL,Welltower Inc.,10,20%,20%,-0.013329,-0.011405,1:30 pm to 8:00 pm
WEN,The Wendy's Company,30,20%,10%,-0.005342,-0.004571,1:30 pm to 8:00 pm
WES,Wesfarmers Ltd,10,20%,20%,-0.011628,-0.010359,12:00 am to 6:00 am
WETF,"WisdomTree Investments, Inc.",40,20%,10%,-0.000787,-0.000674,1:30 pm to 8:00 pm
WEX,Wex Inc.,5,20%,20%,-0.035060,-0.030002,1:30 pm to 8:00 pm
WFC,Wells Fargo & Co,10,20%,10%,-0.005913,-0.005060,8:00 am to 12:00 am
WG,John Wood Group PLC,1,20%,10%,-0.000528,-0.000442,7:01 am to 3:30 pm
WHA,Wereldhave NV,1,20%,10%,-0.001899,-0.001454,7:00 am to 3:30 pm
WHR,Whirlpool Corporation,1,20%,10%,-0.044578,-0.038146,1:30 pm to 8:00 pm
WIE,Wienerberger AG,20,20%,20%,-0.005752,-0.004404,7:00 am to 3:30 pm
WIX,Wix.Com ltd,1,20%,5%,-0.062068,-0.053112,1:30 pm to 8:00 pm
WIZZ,Wizz Air Holdings PLC,1,20%,20%,-0.007862,-0.006588,7:01 am to 3:30 pm
WKHS,Workhorse Group Inc.,1,20%,5%,-0.007335,-0.006440,1:30 pm to 8:00 pm
WKL,Wolters Kluwer N.V.,1,20%,5%,-0.019714,-0.015095,7:00 am to 3:30 pm
WLK,Westlake Chemical Corporation,5,20%,20%,-0.015156,-0.012969,1:30 pm to 8:00 pm
WLL,Whiting Petroleum Corporation,1,20%,5%,-0.006496,-0.123186,1:30 pm to 8:00 pm
WLTW,Willis Towers Watson plc,5,20%,20%,-0.049739,-0.042562,1:30 pm to 8:00 pm
WM,Waste Management Inc,10,20%,20%,-0.028443,-0.024339,1:30 pm to 8:00 pm
WMB,"Williams Companies, Inc.",20,20%,20%,-0.004999,-0.004278,1:30 pm to 8:00 pm
WMG,Warner Music Group Corp.,1,20%,5%,-0.006481,-0.005507,1:30 pm to 8:00 pm
WMH,William Hill PLC,1,20%,20%,-0.000924,-0.000666,7:01 am to 3:30 pm
WMT,Wal-Mart Stores Inc.,5,20%,10%,-0.034353,-0.029397,1:30 pm to 8:00 pm
WN,George Weston Ltd,5,20%,5%,-0.025445,-0.024070,1:30 pm to 8:00 pm
WOR,WorleyParsons Ltd.,40,20%,20%,-0.002514,-0.002239,12:00 am to 6:00 am
WORK,"Slack Technologies, Inc.",1,20%,5%,-0.006815,-0.005832,8:00 am to 12:00 am
WOW,Woolworths Ltd,10,20%,10%,-0.009575,-0.008529,12:00 am to 6:00 am
WPC,W.P. Carey Inc.,1,20%,5%,-0.016282,-0.013933,1:30 pm to 8:00 pm
WPC,W.P. Carey Inc.,1,20%,5%,-0.016282,-0.013933,1:30 pm to 8:00 pm
WPL,Woodside Petroleum Ltd,10,20%,20%,-0.004656,-0.004148,12:00 am to 6:00 am
WPM,Wheaton Precious Metals Corporation,30,20%,20%,-0.012097,-0.010352,1:30 pm to 8:00 pm
WPP,WPP plc,1,20%,5%,-0.001509,-0.001264,7:01 am to 3:30 pm
WRB,W.R. Berkley Corporation,10,20%,20%,-0.015154,-0.012968,1:30 pm to 8:00 pm
WRI,Weingarten Realty Investors,1,20%,5%,-0.004123,-0.003528,1:30 pm to 8:00 pm
WRT1V,Wärtsilä,1,20%,10%,-0.001705,-0.001306,7:00 am to 3:30 pm
WSM,"Williams-Sonoma, Inc.",10,20%,10%,-0.021740,-0.018604,1:30 pm to 8:00 pm
WTB,Whitbread PLC,1,20%,5%,-0.005317,-0.004455,7:01 am to 3:30 pm
WU,Western Union Company,30,20%,10%,-0.005397,-0.004619,1:30 pm to 8:00 pm
WW,"WW International, Inc.",5,20%,10%,-0.004539,-0.003884,1:30 pm to 8:00 pm
WY,Weyerhaeuser Company,1,20%,5%,-0.006826,-0.005841,1:30 pm to 8:00 pm
WYND,"Wyndham Destinations, Inc.",10,20%,5%,-0.007726,-0.006611,1:30 pm to 8:00 pm
WYNN,"Wynn Resorts, Limited",5,20%,10%,-0.018108,-0.015495,1:30 pm to 8:00 pm
X,United States Steel Corporation,20,20%,10%,-0.001778,-0.001522,1:30 pm to 8:00 pm
XBI,SPDR S&P Biotech,1,20%,5%,-0.014314,-0.013391,1:30 pm to 8:00 pm
XEL,Xcel Energy Inc.,10,20%,20%,-0.017143,-0.014669,1:30 pm to 8:00 pm
XLE,Energy Select Sector SPDR,1,20%,5%,-0.003898,-0.003646,1:30 pm to 8:00 pm
XLF,SPDR S&P 500 Financial Sector,1,20%,5%,-0.003036,-0.002840,1:30 pm to 8:00 pm
XOM,Exxon Mobil Corp.,5,20%,10%,-0.008681,-0.007428,8:00 am to 12:00 am
XP,"XP, Inc.",1,20%,10%,-0.010786,-0.009230,1:30 pm to 8:00 pm
XPEV,XPeng Inc. - ADR,1,20%,5%,-0.004485,-0.003838,1:30 pm to 8:00 pm
XPO,XPO Logistics Inc,5,20%,10%,-0.021073,-0.018033,1:30 pm to 8:00 pm
XRO,Xero Ltd.,20,20%,20%,-0.024805,-0.022097,12:00 am to 6:00 am
XRX,Xerox Corp,20,20%,10%,-0.004499,-0.003850,1:30 pm to 8:00 pm
XYL,Xylem Inc.,10,20%,20%,-0.020783,-0.017784,1:30 pm to 8:00 pm
YAR,Yara International ASA,10,20%,20%,-0.101083,-0.065372,7:00 am to 2:20 pm
YIT,YIT Oyj (YIT),10,20%,10%,-0.001347,-0.001032,7:00 am to 3:30 pm
YNDX,Yandex NV,20,20%,20%,-0.015845,-0.013559,1:30 pm to 8:00 pm
YUM,Yum! Brands Inc.,10,20%,20%,-0.022870,-0.019571,1:30 pm to 8:00 pm
Z,"Zillow Group, Inc. Class C",10,20%,20%,-0.025341,-0.021684,1:30 pm to 8:00 pm
ZAG,Zumtobel Group AG,100,20%,20%,-0.001520,-0.001164,7:00 am to 3:30 pm
ZAL,Zalando SE,1,20%,5%,-0.020545,-0.015731,7:00 am to 3:30 pm
ZBH,Zimmer Biomet Holdings Inc.,5,20%,20%,-0.033821,-0.028941,1:30 pm to 8:00 pm
ZBRA,Zebra Corporation,5,20%,20%,-0.064408,-0.055115,1:30 pm to 8:00 pm
ZEN,"Zendesk, Inc.",1,20%,5%,-0.024876,-0.021287,1:30 pm to 8:00 pm
ZI,ZoomInfo Technologies Inc.,1,20%,5%,-0.006695,-0.005280,1:30 pm to 8:00 pm
ZIL,Elringklinger AG,1,20%,10%,-0.001784,-0.001366,7:00 am to 3:30 pm
ZION,Zions Bancorporation,10,20%,10%,-0.007122,-0.006094,1:30 pm to 8:00 pm
ZM,"Zoom Video Communications, Inc.",1,20%,5%,-0.132555,-0.100961,8:00 am to 12:00 am
ZNGA,Zynga Inc.,1,20%,5%,-0.002244,-0.001920,1:30 pm to 8:00 pm
ZS,"Zscaler, Inc",1,20%,5%,-0.023626,-0.018632,1:30 pm to 8:00 pm
ZTS,Zoetis Inc.,10,20%,20%,-0.040253,-0.034445,1:30 pm to 8:00 pm
ZURN,Zurich Insurance Group Ltd.,1,20%,10%,-0.070468,-0.081991,7:00 am to 3:30 pm
